X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,y
0.017058824,0.024117647,0.056470588,0.002941176,0.051176471,0.078823529,0.007058824,0.051176471,0.031176471,0,0.019411765,0.003529412,0,0.006470588,0,0.072941176,0.232941176,0.120588235,0.053529412,0.001764706,0,0.037647059,0.004705882,0.034117647,0.001764706,0,0,0.001764706,0,0.035882353,0,0.052941176,1
0,0.006666667,0.146666667,0,0.3,0,0.086666667,0,0.006666667,0,0,0.006666667,0,0,0,0,0,0.026666667,0,0.006666667,0.006666667,0.02,0,0.253333333,0,0,0,0,0,0.133333333,0,0,1
0.033333333,0.01,0.026666667,0,0.063333333,0,0,0,0,0,0.003333333,0.386666667,0.103333333,0.01,0,0.016666667,0.016666667,0.13,0.003333333,0,0,0.03,0.046666667,0,0,0.063333333,0,0.003333333,0,0.003333333,0,0.05,1
0.02020202,0,0.050505051,0,0.080808081,0,0,0,0,0,0,0.03030303,0.090909091,0.01010101,0.404040404,0,0,0.090909091,0,0.131313131,0,0.02020202,0,0,0.04040404,0.01010101,0,0,0,0.02020202,0,0,1
0.0625,0,0,0,0,0.0125,0,0,0,0,0.0125,0,0,0.0625,0.05,0,0,0.2125,0,0,0.125,0.05,0,0,0.25,0,0.0125,0.15,0,0,0,0,1
0.007368421,0.036315789,0.021578947,0.000526316,0.018947368,0.013157895,0.017368421,0.004736842,0,0,0.002105263,0.031578947,0.158947368,0.016315789,0.012105263,0.03,0,0.042631579,0,0.019473684,0.344736842,0.035263158,0.015263158,0.037368421,0,0.09,0,0.033157895,0,0.011052632,0,0,1
0.023698524,0.017676768,0.015151515,0.001359751,0.025835276,0.003885004,0.01010101,0.001359751,0,0,0.017482517,0.243201243,0.344988345,0.018842269,0.00019425,0.00019425,0,0.048174048,0,0.087606838,0.054390054,0.028166278,0,0.002913753,0,0.045843046,0,0,0,0.008935509,0,0,1
0.034090909,0,0.017045455,0,0.079545455,0,0,0.011363636,0,0,0.005681818,0.079545455,0.386363636,0.079545455,0.017045455,0,0,0.1875,0,0.028409091,0.017045455,0.039772727,0,0,0,0.017045455,0,0,0,0,0,0,1
0.204166667,0.021666667,0.003333333,0.0825,0.0075,0,0,0.045833333,0.004166667,0,0.028333333,0,0.065,0.145833333,0.004166667,0,0.006666667,0.045833333,0.005,0,0.159166667,0.008333333,0.045833333,0,0.001666667,0.021666667,0.000833333,0.059166667,0,0.033333333,0,0,1
0.037037037,0,0,0.009259259,0.101851852,0,0,0.097222222,0,0.00462963,0,0,0,0,0,0.00462963,0.018518519,0.157407407,0,0,0,0.013888889,0.013888889,0.041666667,0.143518519,0.00462963,0.134259259,0.162037037,0,0,0.055555556,0,1
0.026748971,0.010288066,0.013117284,0.014403292,0.038323045,0,0.007973251,0.026748971,0,0.000257202,0.011574074,0.339506173,0.144290123,0.073302469,0.006430041,0,0,0.020833333,0,0.006944444,0.045781893,0.00617284,0,0.002314815,0.000514403,0.199845679,0,0.003858025,0,0,0,0.000771605,1
0.022222222,0,0.066666667,0,0.066666667,0,0,0,0,0.033333333,0,0,0,0,0.011111111,0,0.122222222,0.377777778,0,0,0,0.277777778,0,0,0.011111111,0,0,0,0,0.011111111,0,0,1
0.095022624,0,0.054298643,0.027149321,0.049773756,0,0.013574661,0.022624434,0,0,0.049773756,0,0.298642534,0.022624434,0.004524887,0.004524887,0,0.153846154,0,0.045248869,0.018099548,0.076923077,0,0,0.027149321,0.009049774,0,0.013574661,0,0.013574661,0,0,1
0.000208333,0.064583333,0.000208333,0.229791667,0.007083333,0.0125,0,0.000208333,0.097916667,0,0.062916667,0.004375,0.001875,0.102916667,0,0.096666667,0,0.02,0,0.002916667,0.123333333,0.015833333,0.000208333,0,0,0.086875,0,0,0,0.06625,0,0.003333333,1
0,0.01061008,0.007073386,0,0.003536693,0.046861185,0.00265252,0,0.561450044,0,0.012378426,0,0,0.000884173,0,0,0,0.003536693,0.114058355,0,0,0.008841733,0,0.00795756,0,0,0,0,0,0.038019452,0,0.182139699,1
0,0,0.015384615,0.007692308,0.069230769,0,0,0.023076923,0.007692308,0,0.038461538,0.307692308,0.223076923,0.015384615,0.007692308,0,0,0.146153846,0,0.015384615,0.046153846,0.053846154,0,0.015384615,0,0,0.007692308,0,0,0,0,0,1
0.131313131,0,0.131313131,0.02020202,0.121212121,0,0.060606061,0.03030303,0,0,0,0,0,0.02020202,0.03030303,0,0,0.191919192,0.03030303,0.02020202,0,0,0.02020202,0.03030303,0.050505051,0.03030303,0,0.050505051,0.01010101,0,0,0.02020202,1
0,0.115789474,0.024561404,0.003508772,0.049122807,0.031578947,0,0.021052632,0,0.01754386,0.077192982,0,0.014035088,0,0,0,0,0.164912281,0,0,0,0.2,0,0.021052632,0.070175439,0,0.038596491,0.063157895,0,0.084210526,0,0.003508772,1
0.011904762,0.107142857,0.095238095,0,0.047619048,0.011904762,0,0,0,0,0.047619048,0,0,0.011904762,0,0,0,0.166666667,0,0,0,0.261904762,0,0.011904762,0,0,0.011904762,0,0.071428571,0.142857143,0,0,1
0.13,0.006666667,0.006666667,0.006666667,0.033333333,0.006666667,0,0.063333333,0.203333333,0,0.053333333,0,0,0.006666667,0.073333333,0,0,0.016666667,0,0.03,0,0.01,0,0,0.08,0.063333333,0.003333333,0.2,0,0.006666667,0,0,1
0.027647059,0.004705882,0.039411765,0.007647059,0.058823529,0.345294118,0.002352941,0.002352941,0.001764706,0.088235294,0.008235294,0.010588235,0.005294118,0.004705882,0.071176471,0.002941176,0.017647059,0.037058824,0.002941176,0,0,0.037647059,0.015294118,0.098823529,0.013529412,0,0.010588235,0,0,0.084705882,0,0.000588235,1
0.021428571,0,0.014285714,0,0.107142857,0.128571429,0,0.121428571,0,0,0,0.007142857,0,0,0,0.121428571,0.057142857,0.078571429,0.085714286,0,0,0.057142857,0,0,0,0,0,0,0,0.071428571,0,0.128571429,1
0.075,0,0.085714286,0.003571429,0.035714286,0.003571429,0.017857143,0.010714286,0.003571429,0.067857143,0.017857143,0.007142857,0.003571429,0.003571429,0.046428571,0,0.064285714,0.153571429,0,0.010714286,0,0.064285714,0.010714286,0.096428571,0.064285714,0.014285714,0,0.1,0.014285714,0.010714286,0.007142857,0.007142857,1
0,0.02,0.01,0,0.07,0.2,0,0,0.01,0.1,0.05,0,0,0.04,0,0,0,0.04,0,0,0,0.12,0,0,0,0,0,0,0,0.33,0,0.01,1
0.006315789,0.225263158,0,0.002105263,0,0.052631579,0,0,0,0,0.033684211,0.008421053,0,0.077894737,0,0,0,0.136842105,0,0,0.052631579,0.050526316,0.191578947,0,0,0.046315789,0.033684211,0,0,0.082105263,0,0,1
0,0,0,0.254545455,0,0,0,0,0.060606061,0,0.206060606,0,0,0,0,0,0,0.03030303,0.012121212,0,0.006060606,0.127272727,0.23030303,0,0,0.03030303,0,0,0,0.024242424,0,0.018181818,1
0,0.05,0,0.0625,0.075,0,0,0,0.0875,0,0.15,0,0,0.2125,0,0,0,0.15,0,0.0375,0,0.075,0,0,0,0.0375,0,0,0,0.0625,0,0,1
0.102564103,0,0.034188034,0.017094017,0.042735043,0,0,0.094017094,0,0,0.076923077,0,0.145299145,0.076923077,0.008547009,0,0,0.282051282,0,0,0,0.017094017,0,0,0.017094017,0,0,0.085470085,0,0,0,0,1
0,0,0.05,0,0.0125,0.2625,0,0,0,0.075,0.0125,0,0,0,0,0,0.1375,0.1375,0,0,0,0.125,0,0.0125,0,0,0,0,0,0.15,0,0.025,1
0.075,0,0,0.0875,0.1625,0,0,0.1125,0,0,0.0125,0,0.025,0,0.0125,0,0,0.15,0.05,0.0875,0,0,0,0.0875,0.0125,0.05,0,0.075,0,0,0,0,1
0.00297619,0.005952381,0.029761905,0.00297619,0.035714286,0.014880952,0,0.005952381,0,0,0.011904762,0.074404762,0.145833333,0.086309524,0.017857143,0,0,0.142857143,0,0.008928571,0.255952381,0.080357143,0,0.026785714,0.011904762,0.011904762,0,0.00297619,0,0.023809524,0,0,1
0,0,0.305555556,0.013888889,0.041666667,0,0,0,0.180555556,0,0.222222222,0.013888889,0,0,0,0,0,0.222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.072275677,0.050458716,0.003244574,0.056500336,0.006265384,0.024949653,0.00179011,0.031550682,0.073394495,0.000335646,0.036137838,0,0.001454464,0.048109197,0.259230253,0.004587156,0.000111882,0.019019915,0.002797046,0.001454464,0.000447527,0.037144775,0.002797046,0.000447527,0.070821213,0.034123965,0.000447527,0.091295592,0.000223764,0.065003356,0.000111882,0.003468337,1
0.157894737,0,0,0,0.04048583,0,0,0.125506073,0,0,0,0,0,0,0.28340081,0,0,0.004048583,0,0,0,0,0,0.085020243,0.20242915,0,0,0.101214575,0,0,0,0,1
0,0,0,0.023333333,0.04,0,0,0,0,0,0,0.026666667,0.03,0,0.093333333,0.006666667,0,0.076666667,0,0.256666667,0,0.016666667,0.003333333,0.02,0.36,0,0,0.04,0,0.006666667,0,0,1
0.003508772,0.185964912,0.049122807,0.007017544,0.035087719,0.10877193,0.080701754,0.010526316,0.014035088,0,0.028070175,0.024561404,0.003508772,0.003508772,0.003508772,0.073684211,0,0.059649123,0.077192982,0,0.014035088,0.045614035,0.028070175,0,0,0.01754386,0,0.003508772,0,0.084210526,0,0.038596491,1
0.024739583,0.002604167,0.057291667,0.024739583,0.037760417,0.00390625,0.052083333,0.020833333,0.001302083,0,0.020833333,0.083333333,0.3515625,0.083333333,0.0078125,0,0,0.078125,0.010416667,0.052083333,0,0.005208333,0,0.006510417,0.00390625,0.04296875,0,0.005208333,0.002604167,0.01953125,0.001302083,0,1
0.05,0.033157895,0.047368421,0.005789474,0.027368421,0.04,0.001052632,0.015789474,0.011578947,0,0.034736842,0.025789474,0.126842105,0.228421053,0.043157895,0.012105263,0,0.032105263,0,0.073684211,0.035263158,0.02,0.014736842,0.008947368,0.001052632,0.068947368,0.000526316,0.003684211,0,0.028947368,0,0.008947368,1
0.101851852,0.018518519,0.00462963,0.273148148,0.013888889,0.023148148,0,0.009259259,0.12962963,0,0.087962963,0,0.027777778,0.050925926,0,0.00462963,0,0.064814815,0,0.00462963,0,0.027777778,0.018518519,0,0,0.101851852,0,0.009259259,0,0.027777778,0,0,1
0.2,0,0,0,0.023076923,0,0,0,0,0,0,0.161538462,0.192307692,0.015384615,0.107692308,0,0,0.146153846,0,0.030769231,0,0.038461538,0,0,0,0.053846154,0,0,0,0.023076923,0,0.007692308,1
0.00308642,0.00308642,0.217078189,0,0.068930041,0.008230453,0.074074074,0,0,0.005144033,0.002057613,0,0,0,0,0,0.001028807,0.090534979,0,0.001028807,0,0.260288066,0,0.069958848,0.072016461,0,0,0.001028807,0,0.119341564,0,0.00308642,2
0.175,0,0.05,0,0.0625,0,0,0,0,0,0,0.0125,0.025,0,0.025,0,0,0.275,0,0,0,0,0,0.025,0,0.35,0,0,0,0,0,0,2
0.065853965,0.017280382,3.14E-05,0.054920196,0.005812492,0.047128315,0,0.034277994,0.168876461,3.14E-05,0.059758703,0.000973985,0.09199447,0.050521553,0.017845922,0.001853714,0,0.025229358,0.000157094,0.021050647,0.000251351,0.016903356,0.005906749,0.016432072,0.018788488,0.120397135,0.001068242,0.025292196,0,0.036885761,0,0.094476562,2
0,0,0.014285714,0,0,0.042857143,0,0,0,0,0.142857143,0.014285714,0,0,0,0.228571429,0,0.214285714,0,0,0,0.085714286,0.157142857,0,0,0,0.014285714,0,0,0.042857143,0.028571429,0.014285714,2
0.087741935,0.018064516,0.031612903,0.024516129,0.008387097,0.039354839,0.212258065,0.010322581,0.030967742,0,0.06516129,0.004516129,0.046451613,0.004516129,0.002580645,0,0,0.090322581,0,0,0,0.041290323,0,0.027741935,0.052903226,0.091612903,0.002580645,0.033548387,0,0.068387097,0.004516129,0.000645161,2
0,0,0.0625,0.15,0,0,0.2375,0.0375,0.05,0,0.175,0,0,0.025,0,0,0,0.1875,0,0,0,0.0125,0,0,0,0.0375,0,0,0,0.0125,0,0.0125,2
0.01953125,0.003472222,0.002893519,0.109519676,0.010127315,0,0.002459491,0.027922454,0.012876157,0,0.030960648,0,0.0546875,0.088396991,0.03443287,0.125289352,0,0.046585648,0.002748843,0.111834491,0,0,0.061631944,0.029803241,0.16333912,0.026331019,0.002314815,0.028790509,0.001302083,0,0.002748843,0,2
0.029545455,0.002272727,0.044318182,0.030681818,0.040909091,0,0.114772727,0.006818182,0.086363636,0,0.064772727,0.061363636,0.013636364,0.020454545,0.001136364,0.027272727,0,0.419318182,0,0,0,0.010227273,0.004545455,0,0.001136364,0.009090909,0,0,0,0.002272727,0.009090909,0,2
0.002604167,0.09765625,0.006510417,0.009114583,0.067708333,0.141927083,0.055989583,0.001302083,0.032552083,0,0.046875,0,0,0.123697917,0.002604167,0.048177083,0,0.0390625,0.001302083,0.00390625,0.01171875,0.032552083,0.001302083,0.130208333,0.0078125,0.014322917,0,0,0.033854167,0.04296875,0.044270833,0,2
0,0.0625,0.0625,0,0,0,0,0,0,0,0.0625,0,0,0,0,0.09375,0,0.265625,0,0,0.140625,0.1875,0,0,0,0,0,0,0,0.125,0,0,2
0.0125,0,0.0375,0.0125,0.0625,0,0,0.025,0,0,0,0,0,0,0,0,0,0.675,0,0,0,0.1375,0.0125,0,0,0,0,0,0.0125,0.0125,0,0,2
0,0,0.015625,0.03125,0,0,0.03125,0,0,0,0.421875,0,0,0,0,0,0,0.4375,0,0,0,0.046875,0,0,0,0,0.015625,0,0,0,0,0,2
0.015625,0,0,0.078125,0.15625,0,0,0.03125,0.0625,0.015625,0.1875,0,0,0.03125,0,0.015625,0,0.25,0,0,0,0.078125,0,0,0.015625,0.015625,0.015625,0,0,0,0,0.03125,2
0.201783724,0,0.127090301,0.022296544,0.037904125,0,0.072463768,0.059085842,0.001114827,0,0.015607581,0.004459309,0.086956522,0.003344482,0,0,0,0.196209588,0,0.006688963,0,0,0.002229654,0.006688963,0.002229654,0.082497213,0.004459309,0.065774805,0,0,0.001114827,0,2
0,0.015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328125,0,0,0.125,0.515625,0.015625,0,0,0,0,0,0,0,0,0,2
0.009782609,0.00326087,0.002173913,0.014130435,0.047826087,0,0.002173913,0.006521739,0.008695652,0,0.030434783,0,0,0.039130435,0,0.014130435,0,0.198913043,0,0,0,0.013043478,0.210869565,0.05326087,0.019565217,0.02826087,0.113043478,0.00326087,0.005434783,0,0.176086957,0,2
0,0.194444444,0.033333333,0,0,0.005555556,0.194444444,0,0.044444444,0.022222222,0.2,0,0,0.005555556,0,0.027777778,0,0.111111111,0,0,0,0.094444444,0,0,0,0,0,0,0.05,0.016666667,0,0,2
0.034090909,0,0.011363636,0.090909091,0.068181818,0.011363636,0.045454545,0.011363636,0.022727273,0,0.113636364,0.034090909,0,0,0,0.045454545,0,0.340909091,0,0.034090909,0,0.056818182,0,0,0,0.011363636,0,0,0,0.022727273,0,0.045454545,2
0.125,0.03125,0,0,0.234375,0,0,0,0,0,0.1875,0,0,0.015625,0,0.109375,0,0.125,0,0,0,0.046875,0.046875,0,0,0,0,0,0,0,0.078125,0,2
0.163322185,0.001114827,0.030379041,0.064381271,0.054347826,0,0.047380156,0.111761427,0.03567447,0.002787068,0.018115942,0.00083612,0.000278707,0.022296544,0.123467113,0.028149387,0.007525084,0.06884058,0.001393534,0,0,0.000557414,0.038182832,0.037068004,0.006410256,0.101170569,0.00083612,0.025362319,0.00613155,0,0.001950948,0.000278707,2
0,0.359375,0.03125,0,0.0625,0,0,0,0,0,0.03125,0,0,0,0,0.015625,0,0.203125,0,0,0,0.109375,0.03125,0,0,0.015625,0,0,0.140625,0,0,0,2
0.016798219,0.043108682,0.056061526,0.000202388,0.010321797,0.042906294,0.018214936,0.001619105,0.000404776,0.076300344,0.015381502,0.016595831,0.000607165,0.002833435,0,0.000202388,0,0.321190043,0,0.001416717,0.000809553,0.093503339,0.021453147,0.028334345,0,0.078729002,0.000404776,0.001416717,0.087634082,0.062537948,0,0.001011941,2
0,0,0.05,0.025,0.0125,0,0.125,0,0,0,0.0625,0,0,0.025,0,0,0,0.4375,0,0,0,0.1875,0,0,0,0,0,0,0.05,0.025,0,0,2
0,0,0.12,0,0.1,0,0,0,0,0,0.01,0,0,0,0,0,0,0.51,0,0,0,0.22,0,0,0,0,0,0,0,0.04,0,0,2
0.001052632,0.078421053,0.126842105,0.024210526,0.003684211,0.000526316,0.047368421,0,0.009473684,0,0.068947368,0,0,0,0,0.027894737,0,0.297368421,0.000526316,0,0.000526316,0.291578947,0,0,0,0.001052632,0.000526316,0,0,0.016842105,0.003157895,0,2
0.05086072,0.002347418,0.079812207,0.138236828,0.104329682,0.000521648,0.038601982,0.042514345,0.01304121,0.003651539,0.031559729,0,0.001825769,0,0.015127804,0,0,0.34428795,0.009389671,0.002608242,0,0.000782473,0.000260824,0,0.002086594,0.001304121,0.000521648,0.028429838,0.082159624,0.002086594,0.003651539,0,2
0.019480519,0.012987013,0,0.006493506,0,0,0,0,0,0.272727273,0.11038961,0,0,0.084415584,0,0.006493506,0,0.103896104,0,0,0,0,0.207792208,0,0,0.019480519,0,0.006493506,0.006493506,0,0.142857143,0,2
0.0525,0.048333333,0.003333333,0.004166667,0.046666667,0.0425,0.005,0.138333333,0.03,0,0.091666667,0,0,0,0,0.001666667,0,0.24,0,0,0,0.130833333,0.043333333,0.0375,0,0.01,0,0.0025,0,0.068333333,0.000833333,0.0025,2
0.019675926,0.001157407,0.054398148,0.079861111,0.074074074,0.018518519,0.055555556,0.050925926,0.00462963,0.001157407,0.025462963,0.021990741,0,0.001157407,0,0.009259259,0,0.25462963,0.001157407,0,0,0.006944444,0.179398148,0.020833333,0.003472222,0.006944444,0.012731481,0.015046296,0.001157407,0.027777778,0.006944444,0.045138889,2
0,0.025,0.05,0,0.075,0.0375,0.0125,0,0.0125,0,0.1375,0,0,0,0,0,0,0.2375,0,0,0,0.3,0,0,0,0,0,0,0,0.1125,0,0,2
0.007893139,0.001619105,0.142076503,0.123659178,0.027929569,0,0.025703299,0.042096742,0.095729609,0,0.124671119,0,0,0.063752277,0.003035823,0.07124064,0.001011941,0.167172637,0.001821494,0,0.000809553,0.001821494,0.029143898,0.016191054,0.007893139,0.005666869,0.012143291,0.022667476,0.000809553,0,0.003440599,0,2
0.000202388,0.0222627,0.071847804,0.022667476,0.01335762,0.07670512,0.116575592,0.003845375,0.017202995,0,0.031572556,0.000404776,0,0.015179114,0.000202388,0.007690751,0,0.307832423,0.002428658,0.000404776,0,0.118801862,0.008702692,0.006476422,0.000607165,0.001011941,0,0.001214329,0.069621534,0.066990488,0,0.016191054,2
0,0.022727273,0.113636364,0.011363636,0.215909091,0,0,0.056818182,0.068181818,0,0.022727273,0,0,0,0,0,0,0.272727273,0,0,0,0.193181818,0,0,0,0,0,0,0,0.022727273,0,0,2
0,0,0.050666667,0.024,0.208,0.050666667,0,0,0.002666667,0,0.184,0,0,0.002666667,0,0.018666667,0,0.232,0.008,0,0,0.093333333,0,0,0,0,0,0,0,0.050666667,0,0.074666667,2
0,0.025974026,0,0.051948052,0,0.155844156,0,0,0.038961039,0,0.090909091,0,0.012987013,0,0,0.012987013,0,0.077922078,0.103896104,0,0,0.207792208,0,0,0,0,0,0,0,0.103896104,0,0.116883117,2
0.019473684,0.003684211,0.018421053,0.055789474,0.021052632,0,0.185263158,0.033684211,0.11,0.001052632,0.059473684,0,0,0.007368421,0.000526316,0.025789474,0,0.088947368,0,0,0,0.002631579,0.057894737,0.023684211,0.018947368,0.134736842,0.013157895,0.072105263,0.020526316,0,0.023684211,0.002105263,2
0,0,0.177083333,0,0.114583333,0.0625,0.03125,0,0,0,0.0625,0,0,0,0,0,0,0.416666667,0,0,0,0.0625,0,0.052083333,0,0,0,0,0,0.020833333,0,0,2
0,0.3,0,0.1,0,0.0125,0,0.025,0.1125,0,0.1625,0,0,0,0,0,0,0.1125,0,0,0,0.075,0,0,0,0,0,0,0,0.1,0,0,2
0,0.033492823,0.100478469,0.004784689,0.105263158,0.100478469,0.004784689,0,0.004784689,0,0.004784689,0.110047847,0,0.009569378,0,0,0,0.229665072,0,0,0,0.052631579,0.014354067,0.028708134,0,0.133971292,0,0,0.004784689,0.038277512,0.019138756,0,2
0.031578947,0.077192982,0.063157895,0.003508772,0.126315789,0.014035088,0,0.028070175,0,0,0.038596491,0,0,0,0,0,0,0.280701754,0.003508772,0,0.021052632,0.231578947,0.003508772,0.007017544,0.010526316,0,0,0.014035088,0,0.045614035,0,0,2
0,0.00952381,0.051428571,0,0.036190476,0.175238095,0.106666667,0,0,0.032380952,0.007619048,0.003809524,0.015238095,0.007619048,0,0,0,0.095238095,0,0.017142857,0.072380952,0.152380952,0,0,0,0.001904762,0,0,0.024761905,0.180952381,0,0.00952381,2
0,0,0.236111111,0,0,0,0.097222222,0,0,0.027777778,0.055555556,0,0,0,0,0.041666667,0,0.194444444,0,0,0,0.041666667,0.069444444,0.041666667,0.013888889,0,0.013888889,0,0.166666667,0,0,0,2
0.007083333,0.131458333,0.002291667,0.001458333,0.02125,0.033333333,0.000208333,0.002083333,0.001041667,0.015,0.023333333,0.000416667,0.000416667,0.014166667,0,0.00125,0.000208333,0.528958333,0,0.004583333,0.01,0.132291667,0.000208333,0.009375,0,0.01,0,0.000208333,0,0.049375,0,0,2
0.1625,0,0.025,0,0.375,0,0,0,0,0,0.025,0.0125,0,0,0,0,0,0.1875,0,0,0,0.05,0,0.1125,0.0375,0.0125,0,0,0,0,0,0,2
0,0.013333333,0.006666667,0.01,0.008888889,0.025555556,0,0,0.031111111,0,0.15,0,0,0.046666667,0,0.02,0,0.144444444,0,0,0,0.202222222,0.164444444,0.022222222,0,0.034444444,0,0,0,0.12,0,0,2
0.007575758,0.045454545,0.022727273,0,0,0.159090909,0.007575758,0,0,0,0.143939394,0,0,0.060606061,0,0,0,0.037878788,0,0,0,0.174242424,0.113636364,0,0,0.022727273,0,0.015151515,0,0.189393939,0,0,2
0.00234192,0.053503873,0.043956044,0.007205909,0.064673032,0.135110791,0.009727977,0.005044136,0.019816249,0.000180148,0.033507476,0.000540443,0.000900739,0.001261034,0.000360295,0.015672852,0.000180148,0.136551973,0.003422807,0.001080886,0.0079265,0.292199604,0.002161773,0.002161773,0.001080886,0,0.003242659,0.007746352,0.000900739,0.140154927,0.001261034,0.006125023,2
0,0,0.047619048,0,0.333333333,0.079365079,0,0,0,0,0,0,0,0,0,0,0,0.206349206,0,0,0,0.126984127,0,0,0,0,0,0,0,0.206349206,0,0,2
0.015625,0,0.140625,0,0.21875,0,0.015625,0.125,0,0,0.03125,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0.0625,0,0.015625,0,0,0,0,2
0.021262003,0.017489712,0.034636488,0.085848194,0.101508916,0.01051669,0.145290352,0.036351166,0.097165066,0.000457247,0.031550069,0.002171925,0.002057613,0.012231367,0.013488797,0.079218107,0.000114312,0.091449474,0.022290809,0.002057613,0,0.00617284,0.036465478,0.02171925,0.02480567,0.011088249,0.002286237,0.01051669,0.011659808,0.003429355,0.026748971,0.037951532,2
0.016666667,0.01,0.103333333,0.026666667,0.07,0.043333333,0.036666667,0.03,0.066666667,0.016666667,0.05,0,0,0,0,0.006666667,0,0.1,0,0,0.01,0.163333333,0.02,0.016666667,0.043333333,0.003333333,0.006666667,0.056666667,0,0.083333333,0.013333333,0.006666667,3
0.006493506,0.045454545,0.12987013,0.012987013,0.058441558,0.064935065,0.012987013,0,0.006493506,0,0.051948052,0,0,0.012987013,0.012987013,0,0,0.181818182,0,0,0,0.220779221,0,0.025974026,0,0,0,0.012987013,0,0.142857143,0,0,3
0.016276042,0.048177083,0.006510417,0.11328125,0.01171875,0.069661458,0,0.146484375,0.0078125,0,0.044921875,0.008463542,0.010416667,0.044921875,0.001302083,0.002604167,0.001302083,0.099609375,0.002604167,0.005859375,0.032552083,0.134114583,0.025390625,0.002604167,0,0.022135417,0.000651042,0.020182292,0,0.113932292,0.001953125,0.004557292,3
0.038690476,0,0.080357143,0.032738095,0.113095238,0,0.00297619,0.008928571,0.011904762,0,0.053571429,0.00297619,0.00297619,0.005952381,0.101190476,0,0,0.130952381,0,0,0,0.038690476,0,0.196428571,0.12202381,0.008928571,0,0.044642857,0,0.00297619,0,0,3
0,0.008547009,0.076923077,0,0.042735043,0.05982906,0.008547009,0,0,0,0.008547009,0,0,0,0,0,0,0.094017094,0,0,0,0.384615385,0,0.008547009,0.008547009,0,0,0,0,0.282051282,0,0.017094017,3
0.06,0,0,0.12,0,0.01,0,0.06,0.01,0,0.3,0,0,0,0.01,0,0,0.21,0.01,0,0,0.08,0.04,0.01,0,0.01,0,0.06,0,0.01,0,0,3
